,Brand,model,year,km_driven,fuel,seller_type,transmission,owner,selling_price
3710,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3711,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3712,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3713,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3714,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3715,Toyota,Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,2600000
3716,Ford,Endeavour Titanium Plus 4X4,2017,60000,Diesel,Dealer,Automatic,First Owner,2650000
3717,Ford,Endeavour Titanium Plus 4X4,2017,60000,Diesel,Dealer,Automatic,First Owner,2675000
3718,Ford,Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,2700000
3719,Ford,Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,2700000
3720,BMW,X1 sDrive 20d xLine,2017,13000,Diesel,Individual,Automatic,First Owner,2750000
3721,Toyota,Fortuner 2.8 4WD AT BSIV,2017,41000,Diesel,Individual,Automatic,First Owner,2750000
3722,BMW,X1 sDrive 20d xLine,2017,13000,Diesel,Individual,Automatic,First Owner,2750000
3723,Toyota,Fortuner 2.8 4WD AT BSIV,2017,41000,Diesel,Individual,Automatic,First Owner,2750000
3724,Toyota,Fortuner 2.8 2WD AT BSIV,2017,20000,Diesel,Individual,Automatic,First Owner,2800000
3725,BMW,5 Series 520d Luxury Line,2017,40000,Diesel,Individual,Automatic,First Owner,2900000
3726,BMW,5 Series 520d Luxury Line,2017,40000,Diesel,Individual,Automatic,First Owner,2900000
3727,BMW,3 Series GT Luxury Line,2017,30000,Diesel,Individual,Automatic,First Owner,3050000
3728,Toyota,Fortuner 2.8 2WD AT BSIV,2017,57000,Diesel,Individual,Automatic,First Owner,3200000
3729,Volvo,XC 90 D5 Inscription BSIV,2017,80000,Diesel,Individual,Automatic,First Owner,4500000
3730,Mercedes-Benz,S-Class S 350d Connoisseurs Edition,2017,6500,Diesel,Dealer,Automatic,First Owner,8150000
3731,Hyundai,EON 1.0 Era Plus,2018,21302,Petrol,Individual,Manual,First Owner,100000
3732,Hyundai,EON 1.0 Era Plus,2018,21302,Petrol,Individual,Manual,First Owner,100000
3733,Maruti,Alto 800 VXI,2018,40000,Petrol,Individual,Manual,First Owner,183000
3734,Maruti,Alto 800 VXI,2018,5000,Petrol,Individual,Manual,First Owner,195000
3735,Maruti,Omni MPI STD BSIV,2018,10000,Petrol,Individual,Manual,First Owner,200000
3736,Maruti,Omni MPI STD BSIV,2018,10000,Petrol,Individual,Manual,First Owner,200000
3737,Maruti,Alto 800 LXI,2018,35000,Petrol,Individual,Manual,First Owner,200000
3738,Maruti,Alto 800 LXI,2018,35000,Petrol,Individual,Manual,First Owner,200000
3739,Hyundai,EON Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,229999
3740,Hyundai,EON Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,229999
3741,Maruti,Alto K10 VXI,2018,20000,Petrol,Individual,Manual,First Owner,231999
3742,Hyundai,EON Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,245000
3743,Renault,KWID RXE,2018,5550,Petrol,Individual,Manual,Second Owner,245000
3744,Maruti,Omni E MPI STD BS IV,2018,120000,Petrol,Individual,Manual,First Owner,250000
3745,Maruti,Omni MPI STD BSIV,2018,20000,Petrol,Individual,Manual,First Owner,250000
3746,Datsun,GO Plus T Option BSIV,2018,19000,Petrol,Individual,Manual,Second Owner,270000
3747,Maruti,Eeco 7 Seater Standard BSIV,2018,20000,Petrol,Individual,Manual,First Owner,270000
3748,Hyundai,EON Era Plus,2018,20000,Petrol,Individual,Manual,First Owner,270000
3749,Maruti,Eeco 7 Seater Standard BSIV,2018,20000,Petrol,Individual,Manual,First Owner,270000
3750,Maruti,Alto 800 LXI,2018,35000,Petrol,Individual,Manual,First Owner,275000
3751,Maruti,Alto 800 LXI,2018,30000,Petrol,Dealer,Manual,First Owner,285000
3752,Maruti,Alto 800 LXI,2018,14000,Petrol,Individual,Manual,First Owner,285000
3753,Maruti,Alto 800 LXI,2018,30000,Petrol,Dealer,Manual,First Owner,285000
3754,Maruti,Omni E MPI STD BS IV,2018,20000,Petrol,Dealer,Manual,First Owner,288000
3755,Datsun,redi-GO AMT 1.0 T Option,2018,15000,Petrol,Dealer,Automatic,First Owner,290000
3756,Hyundai,EON Magna Plus,2018,31000,Petrol,Individual,Manual,First Owner,300000
3757,Maruti,Alto K10 VXI AGS Optional,2018,25000,Petrol,Individual,Automatic,First Owner,300000
3758,Renault,KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,300000
3759,Maruti,Alto K10 VXI,2018,35000,Petrol,Individual,Manual,First Owner,300000
3760,Maruti,Alto 800 LXI,2018,16584,Petrol,Dealer,Manual,First Owner,300000
3761,Renault,KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,300000
3762,Renault,KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,300000
3763,Renault,KWID 1.0 RXT Optional,2018,20000,Petrol,Individual,Manual,First Owner,300000
3764,Renault,KWID 1.0 RXT Optional,2018,20000,Petrol,Individual,Manual,First Owner,300000
3765,Maruti,Eeco 5 Seater AC BSIV,2018,25000,Petrol,Individual,Manual,First Owner,300000
3766,Maruti,Eeco 5 Seater AC BSIV,2018,25000,Petrol,Individual,Manual,First Owner,300000
3767,Hyundai,EON Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,300000
3768,Hyundai,EON Era Plus,2018,30000,Petrol,Individual,Manual,First Owner,300000
3769,Maruti,Swift 1.2 DLX,2018,35000,Petrol,Individual,Manual,First Owner,300000
3770,Datsun,RediGO AMT 1.0 S,2018,25000,Petrol,Individual,Automatic,First Owner,300000
3771,Maruti,Alto 800 LXI,2018,17000,Petrol,Individual,Manual,First Owner,300000
3772,Hyundai,EON Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,300000
3773,Renault,KWID 1.0 RXL,2018,50852,Petrol,Individual,Manual,First Owner,300000
3774,Maruti,Alto 800 LXI,2018,35000,Petrol,Dealer,Manual,First Owner,305000
3775,Maruti,Omni Maruti Omni MPI STD BSIII 5-STR W/ IMMOBILISER,2018,28000,Petrol,Dealer,Manual,First Owner,310000
3776,Maruti,Alto 800 LXI,2018,5000,Petrol,Individual,Manual,First Owner,310000
3777,Hyundai,EON Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,310000
3778,Renault,KWID RXT,2018,15000,Petrol,Individual,Manual,First Owner,310000
3779,Maruti,Alto 800 LXI Opt BSIV,2018,56000,Petrol,Dealer,Manual,First Owner,315000
3780,Mahindra,KUV 100 G80 K2,2018,30000,Petrol,Individual,Manual,Second Owner,320000
3781,Hyundai,EON Magna Plus Option,2018,25000,Petrol,Individual,Manual,First Owner,320000
3782,Maruti,Alto K10 VXI,2018,38900,Petrol,Individual,Manual,Third Owner,320000
3783,Renault,KWID 1.0 RXT Optional,2018,35000,Petrol,Individual,Manual,First Owner,325000
3784,Hyundai,EON Era Plus,2018,20629,Petrol,Dealer,Manual,First Owner,325000
3785,Hyundai,EON Era Plus,2018,15000,Petrol,Individual,Manual,First Owner,350000
3786,Hyundai,EON Era Plus,2018,20000,Petrol,Individual,Manual,First Owner,350000
3787,Renault,KWID RXT,2018,26500,Petrol,Individual,Manual,First Owner,360000
3788,Tata,Tiago 1.2 Revotron XZ,2018,4000,Petrol,Individual,Manual,First Owner,360000
3789,Renault,KWID RXT,2018,26500,Petrol,Individual,Manual,First Owner,360000
3790,Renault,KWID 1.0 RXT Optional,2018,15000,Petrol,Individual,Manual,First Owner,360000
3791,Tata,Tiago 1.2 Revotron XZ,2018,4000,Petrol,Individual,Manual,First Owner,360000
3792,Hyundai,EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,360000
3793,Hyundai,EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,360000
3794,Renault,KWID 1.0 RXT Optional,2018,10000,Petrol,Dealer,Manual,First Owner,370000
3795,Maruti,Wagon R AMT VXI Option,2018,15000,Petrol,Individual,Automatic,First Owner,370000
3796,Datsun,RediGO 1.0 T Option,2018,2769,Petrol,Dealer,Manual,First Owner,375000
3797,Maruti,Alto K10 VXI,2018,22155,Petrol,Individual,Manual,First Owner,380000
3798,Maruti,Alto K10 VXI,2018,22155,Petrol,Individual,Manual,First Owner,380000
3799,Maruti,Alto K10 VXI Airbag,2018,25000,Petrol,Individual,Manual,First Owner,380000
3800,Maruti,Eeco 5 Seater AC BSIV,2018,20000,Petrol,Individual,Manual,First Owner,395000
3801,Tata,Zest Revotron 1.2T XMS,2018,54000,Petrol,Dealer,Manual,Second Owner,400000
3802,Tata,Tiago 1.05 Revotorq XZ Plus,2018,35000,Diesel,Individual,Manual,First Owner,400000
3803,Datsun,GO Plus T BSIV,2018,4400,Petrol,Individual,Manual,Second Owner,400000
3804,Tata,Zest Revotron 1.2T XMS,2018,54000,Petrol,Dealer,Manual,Second Owner,400000
3805,Maruti,Eeco 5 Seater AC BSIV,2018,10200,Petrol,Dealer,Manual,First Owner,401000
3806,Maruti,Eeco 5 STR With AC Plus HTR CNG,2018,45000,CNG,Individual,Manual,First Owner,409999
3807,Maruti,Wagon R AMT VXI,2018,24000,Petrol,Individual,Automatic,First Owner,420000
3808,Tata,Tiago 1.2 Revotron XT,2018,80000,Petrol,Individual,Manual,First Owner,420000
3809,Maruti,Wagon R VXI BS IV,2018,15000,Petrol,Individual,Manual,First Owner,425000
3810,Tata,Tiago 1.2 Revotron XTA,2018,15000,Petrol,Individual,Automatic,First Owner,426000
3811,Tata,Nexon 1.2 Revotron XM,2018,30000,Petrol,Individual,Manual,First Owner,430000
3812,Datsun,GO Plus T Option Petrol,2018,10000,Petrol,Individual,Manual,First Owner,434999
3813,Datsun,GO Plus T Option Petrol,2018,10000,Petrol,Individual,Manual,First Owner,434999
3814,Maruti,Wagon R VXI BS IV,2018,14000,Petrol,Dealer,Manual,First Owner,440000
3815,Mahindra,KUV 100 G80 K2,2018,5000,Petrol,Individual,Manual,First Owner,450000
3816,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,450000
3817,Tata,Tigor 1.2 Revotron XT,2018,8500,Petrol,Individual,Manual,First Owner,450000
3818,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,450000
3819,Tata,Zest Revotron 1.2T XE,2018,45000,Petrol,Individual,Manual,First Owner,450000
3820,Datsun,GO Plus A Option Petrol,2018,10000,Petrol,Individual,Manual,Second Owner,450000
3821,Hyundai,Xcent 1.2 CRDi S,2018,70000,Diesel,Individual,Manual,Second Owner,450000
3822,Tata,Tigor 1.2 Revotron XT,2018,40000,Petrol,Individual,Manual,First Owner,459999
3823,Hyundai,Grand i10 1.2 CRDi Asta,2018,25000,Diesel,Individual,Manual,First Owner,465000
3824,Volkswagen,Ameo 1.2 MPI Trendline,2018,13000,Petrol,Individual,Manual,First Owner,465000
3825,Hyundai,Grand i10 1.2 CRDi Asta,2018,25000,Diesel,Individual,Manual,First Owner,465000
3826,Hyundai,Grand i10 1.2 CRDi Asta,2018,25000,Diesel,Individual,Manual,First Owner,465000
3827,Honda,Brio 1.2 VX MT,2018,20000,Petrol,Individual,Manual,First Owner,475000
3828,Honda,Brio 1.2 VX MT,2018,22000,Petrol,Individual,Manual,First Owner,475000
3829,Hyundai,Grand i10 1.2 Kappa Magna BSIV,2018,23000,Petrol,Individual,Manual,First Owner,475000
3830,Hyundai,Grand i10 1.2 Kappa Asta,2018,32000,Petrol,Individual,Manual,First Owner,500000
3831,Maruti,Swift Dzire VDI,2018,50000,Diesel,Individual,Manual,First Owner,500000
3832,Maruti,Ignis 1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,500000
3833,Hyundai,Xcent 1.2 VTVT S,2018,8000,Petrol,Individual,Manual,First Owner,500000
3834,Toyota,Etios Liva 1.2 V,2018,10000,Petrol,Individual,Manual,First Owner,500000
3835,Tata,Tiago 1.2 Revotron XZ,2018,30000,Petrol,Individual,Manual,First Owner,500000
3836,Hyundai,Grand i10 1.2 Kappa Asta,2018,32000,Petrol,Individual,Manual,First Owner,500000
3837,Maruti,Celerio ZXI AMT BSIV,2018,10000,Petrol,Individual,Automatic,First Owner,500000
3838,Maruti,Ignis 1.2 Zeta BSIV,2018,12000,Petrol,Individual,Manual,First Owner,500000
3839,Nissan,Sunny XL D,2018,70000,Diesel,Individual,Manual,First Owner,500000
3840,Tata,Tigor 1.2 Revotron XM,2018,5000,Petrol,Individual,Manual,First Owner,509999
3841,Mahindra,KUV 100 G80 K4 Plus,2018,15000,Petrol,Individual,Manual,First Owner,509999
3842,Hyundai,Xcent 1.2 VTVT E Plus,2018,70000,Petrol,Individual,Manual,First Owner,511000
3843,Mahindra,Thar DI 4X2,2018,5000,Diesel,Individual,Manual,First Owner,515000
3844,Hyundai,Santro Asta,2018,16000,Petrol,Dealer,Manual,First Owner,515000
3845,Maruti,Baleno Delta Automatic,2018,50000,Petrol,Individual,Automatic,First Owner,520000
3846,Tata,Tigor 1.2 Revotron XT,2018,15000,Petrol,Individual,Manual,First Owner,525000
3847,Tata,Tiago XZA AMT,2018,10980,Petrol,Dealer,Automatic,First Owner,525000
3848,Tata,Tiago XZA AMT,2018,10980,Petrol,Dealer,Automatic,First Owner,525000
3849,Tata,Tiago 1.2 Revotron XZ,2018,10000,Petrol,Individual,Manual,First Owner,539000
3850,Maruti,Swift VXI,2018,17500,Petrol,Individual,Manual,First Owner,540000
3851,Maruti,Swift Dzire LDI,2018,38000,Diesel,Individual,Manual,Second Owner,545000
3852,Maruti,Baleno Delta 1.2,2018,20000,Petrol,Individual,Manual,First Owner,550000
3853,Maruti,Swift Dzire LDI,2018,80000,Diesel,Individual,Manual,First Owner,550000
3854,Ford,Figo Aspire 1.2 Ti-VCT Trend,2018,35000,Petrol,Individual,Manual,First Owner,550000
3855,Mahindra,Bolero Power Plus SLX,2018,44000,Diesel,Individual,Manual,First Owner,550000
3856,Maruti,Baleno Delta Automatic,2018,25000,Petrol,Individual,Automatic,First Owner,550000
3857,Maruti,Baleno Delta 1.2,2018,8000,Petrol,Individual,Manual,First Owner,550000
3858,Hyundai,Grand i10 1.2 Kappa Sportz Dual Tone,2018,31000,Petrol,Dealer,Manual,First Owner,550000
3859,Maruti,Swift VXI,2018,30000,Petrol,Individual,Manual,First Owner,550000
3860,Hyundai,Elite i20 Petrol Magna Exective,2018,11000,Petrol,Individual,Manual,First Owner,550000
3861,Hyundai,i20 Active 1.2 SX,2018,20000,Petrol,Individual,Manual,First Owner,550000
3862,Hyundai,Grand i10 1.2 Kappa Sportz AT,2018,35000,Petrol,Individual,Automatic,First Owner,550000
3863,Maruti,Baleno RS 1.0 Petrol,2018,63000,Petrol,Individual,Manual,First Owner,550000
3864,Tata,Nexon 1.2 Revotron XM,2018,11200,Petrol,Individual,Manual,First Owner,570000
3865,Tata,Tigor 1.2 Revotron XZ Option,2018,5000,Petrol,Individual,Manual,First Owner,570000
3866,Volkswagen,Ameo 1.5 TDI Comfortline,2018,70000,Diesel,Individual,Manual,First Owner,580000
3867,Maruti,Ertiga VXI CNG,2018,80000,CNG,Individual,Manual,First Owner,587000
3868,Maruti,Ignis 1.3 Delta,2018,26350,Diesel,Dealer,Manual,First Owner,590000
3869,Maruti,Ignis 1.3 Delta,2018,26350,Diesel,Dealer,Manual,First Owner,590000
3870,Maruti,Swift VDI,2018,60000,Diesel,Individual,Manual,First Owner,600000
3871,Honda,Jazz VX,2018,20000,Petrol,Individual,Manual,First Owner,600000
3872,Maruti,Swift AMT VXI,2018,18000,Petrol,Individual,Automatic,First Owner,600000
3873,Maruti,Baleno Delta 1.2,2018,2000,Petrol,Individual,Manual,First Owner,600000
3874,Maruti,Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,600000
3875,Maruti,Baleno Delta Automatic,2018,7600,Petrol,Individual,Automatic,First Owner,600000
3876,Hyundai,Grand i10 1.2 Kappa Sportz BSIV,2018,2500,Petrol,Individual,Manual,First Owner,600000
3877,Maruti,Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,600000
3878,Maruti,Swift Dzire VXI 1.2 BS IV,2018,40000,Petrol,Individual,Manual,First Owner,615000
3879,Ford,EcoSport 1.5 Diesel Titanium BSIV,2018,15000,Diesel,Individual,Manual,First Owner,615000
3880,Mahindra,Bolero Power Plus SLX,2018,35000,Diesel,Individual,Manual,First Owner,620000
3881,Ford,Figo Aspire Facelift,2018,14681,Diesel,Dealer,Manual,First Owner,624000
3882,Ford,Figo Aspire Facelift,2018,14681,Diesel,Dealer,Manual,First Owner,624000
3883,Honda,Amaze VX i-VTEC,2018,68458,Petrol,Dealer,Manual,First Owner,625000
3884,Maruti,Swift Dzire AMT VXI,2018,13800,Petrol,Individual,Automatic,First Owner,625000
3885,Mahindra,Bolero Power Plus SLE,2018,40000,Diesel,Individual,Manual,First Owner,630000
3886,Maruti,Swift VDI BSIV,2018,25000,Diesel,Individual,Manual,First Owner,640000
3887,Maruti,Ciaz 1.4 Delta,2018,70000,Petrol,Individual,Manual,First Owner,650000
3888,Hyundai,i20 1.2 Spotz,2018,20000,Petrol,Individual,Manual,Second Owner,650000
3889,Fiat,Avventura Urban Cross 1.3 Multijet Emotion,2018,38083,Diesel,Dealer,Manual,First Owner,650000
3890,Ford,Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,15000,Petrol,Individual,Manual,First Owner,650000
3891,Maruti,Ciaz 1.4 Delta,2018,70000,Petrol,Individual,Manual,First Owner,650000
3892,Hyundai,i20 Active S Diesel,2018,37000,Diesel,Dealer,Manual,First Owner,650000
3893,Maruti,Baleno Delta 1.3,2018,15000,Diesel,Individual,Manual,First Owner,650000
3894,Hyundai,i20 Active 1.2 S,2018,30000,Petrol,Individual,Manual,First Owner,650000
3895,Hyundai,i20 Active S Diesel,2018,37000,Diesel,Dealer,Manual,First Owner,650000
3896,Maruti,Swift Dzire ZXI 1.2 BS IV,2018,25000,Petrol,Individual,Manual,First Owner,655000
3897,Volkswagen,Ameo 1.5 TDI Highline Plus 16,2018,25000,Diesel,Individual,Manual,First Owner,660000
3898,Maruti,Swift Dzire AMT VDI,2018,50000,Diesel,Individual,Automatic,First Owner,675000
3899,Honda,Amaze VX i-VTEC,2018,48600,Petrol,Dealer,Manual,First Owner,680000
3900,Maruti,Swift Dzire VDI,2018,20000,Diesel,Individual,Manual,First Owner,680000
3901,Honda,Amaze VX i-VTEC,2018,48600,Petrol,Dealer,Manual,First Owner,680000
3902,Honda,Amaze VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,690000
3903,Maruti,Baleno Alpha 1.2,2018,40000,Petrol,Individual,Manual,First Owner,690000
3904,Maruti,Baleno Alpha 1.2,2018,40000,Petrol,Individual,Manual,First Owner,690000
3905,Honda,Amaze VX Petrol BSIV,2018,39000,Petrol,Dealer,Manual,First Owner,690000
3906,Maruti,Baleno Alpha 1.2,2018,11174,Petrol,Dealer,Manual,First Owner,690000
3907,Mahindra,TUV 300 T10,2018,70000,Diesel,Individual,Manual,First Owner,695000
3908,Hyundai,i20 1.2 Asta,2018,10000,Petrol,Individual,Manual,First Owner,700000
3909,Maruti,Vitara Brezza LDi,2018,25000,Diesel,Individual,Manual,First Owner,700000
3910,Maruti,Swift Dzire VDI,2018,38217,Diesel,Individual,Manual,First Owner,700000
3911,Mahindra,Bolero Power Plus SLX,2018,80000,Diesel,Individual,Manual,First Owner,700000
3912,Maruti,Swift ZXI Plus,2018,30000,Petrol,Individual,Manual,First Owner,700000
3913,Honda,WR-V i-DTEC VX,2018,30000,Diesel,Individual,Manual,First Owner,700000
3914,Hyundai,Elite i20 Petrol Asta Option,2018,27000,Petrol,Individual,Manual,First Owner,700000
3915,Hyundai,i20 1.2 Asta,2018,10000,Petrol,Individual,Manual,First Owner,700000
3916,Maruti,Ignis 1.2 AMT Alpha BSIV,2018,25000,Petrol,Individual,Automatic,First Owner,700000
3917,Honda,Amaze VX i-DTEC,2018,74800,Diesel,Individual,Manual,First Owner,700000
3918,Maruti,Baleno Zeta Automatic,2018,26000,Petrol,Individual,Automatic,First Owner,700000
3919,Honda,Jazz 1.5 V i DTEC,2018,15000,Diesel,Dealer,Manual,First Owner,700000
3920,Mahindra,Scorpio BSIV,2018,60000,Diesel,Individual,Manual,First Owner,707000
3921,Ford,Figo 1.5P Titanium AT,2018,1452,Petrol,Dealer,Automatic,First Owner,711000
3922,Maruti,Swift Dzire VDI,2018,15000,Diesel,Individual,Manual,First Owner,720000
3923,Maruti,Vitara Brezza VDi Option,2018,26350,Diesel,Individual,Manual,First Owner,725000
3924,Honda,Amaze V CVT Petrol BSIV,2018,26000,Petrol,Dealer,Automatic,First Owner,725000
3925,Honda,Amaze V CVT Petrol BSIV,2018,26000,Petrol,Dealer,Automatic,First Owner,725000
3926,Hyundai,i20 1.2 Asta Dual Tone,2018,25000,Petrol,Individual,Manual,First Owner,740000
3927,Hyundai,i20 Sportz 1.4 CRDi,2018,29000,Diesel,Dealer,Manual,First Owner,750000
3928,Maruti,Ciaz 1.3 Delta,2018,60000,Diesel,Individual,Manual,First Owner,750000
3929,Mahindra,Xylo D4,2018,87000,Diesel,Individual,Manual,First Owner,750000
3930,Maruti,Swift Dzire ZDI,2018,50000,Diesel,Individual,Manual,First Owner,750000
3931,Maruti,Swift Dzire VDI,2018,20000,Diesel,Individual,Manual,First Owner,750000
3932,Maruti,Baleno Zeta 1.3,2018,70000,Diesel,Individual,Manual,First Owner,750000
3933,Mahindra,TUV 300 T4 Plus,2018,50000,Diesel,Individual,Manual,First Owner,760000
3934,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2018,35000,Petrol,Individual,Manual,First Owner,775000
3935,Tata,Nexon 1.2 Revotron XZ Plus Dual Tone,2018,35000,Petrol,Individual,Manual,First Owner,775000
3936,Honda,Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,780000
3937,Maruti,Vitara Brezza VDi,2018,50000,Diesel,Individual,Manual,First Owner,780000
3938,Honda,Amaze VX Diesel BSIV,2018,25000,Diesel,Dealer,Manual,First Owner,780000
3939,Honda,Amaze VX Diesel BSIV,2018,32114,Diesel,Dealer,Manual,First Owner,780000
3940,Ford,Aspire Titanium Plus BSIV,2018,14000,Petrol,Dealer,Manual,First Owner,782000
3941,Mahindra,TUV 300 T10 Dual Tone,2018,40000,Diesel,Individual,Manual,First Owner,784000
3942,Mahindra,Bolero Power Plus SLX,2018,40890,Diesel,Dealer,Manual,First Owner,790000
3943,Honda,Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,790000
3944,Honda,Amaze VX Diesel BSIV,2018,49000,Diesel,Dealer,Manual,First Owner,790000
3945,Ford,EcoSport 1.5 Diesel Ambiente BSIV,2018,40000,Diesel,Individual,Manual,Second Owner,790000
3946,Honda,Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,790000
3947,Honda,Jazz 1.5 VX i DTEC,2018,19571,Diesel,Dealer,Manual,First Owner,790000
3948,Honda,Amaze VX Diesel BSIV,2018,49000,Diesel,Dealer,Manual,First Owner,790000
3949,Mahindra,Bolero Power Plus ZLX,2018,35000,Diesel,Individual,Manual,First Owner,795000
3950,Maruti,Vitara Brezza VDi,2018,35000,Diesel,Individual,Manual,First Owner,800000
3951,Maruti,Swift Dzire VDI,2018,25000,Diesel,Individual,Manual,First Owner,800000
3952,Maruti,Vitara Brezza ZDi,2018,50000,Diesel,Individual,Manual,First Owner,800000
3953,Honda,WR-V i-DTEC VX,2018,35000,Diesel,Individual,Manual,First Owner,800000
3954,Hyundai,Creta 1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,800000
3955,Hyundai,Verna VTVT 1.6 SX,2018,40000,Petrol,Individual,Manual,First Owner,800000
3956,Hyundai,Creta 1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,800000
3957,Mahindra,TUV 300 T6 Plus,2018,20000,Diesel,Individual,Manual,First Owner,800000
3958,Honda,Amaze VX i-VTEC,2018,13500,Petrol,Dealer,Manual,First Owner,800000
3959,Maruti,Ciaz Sigma BSIV,2018,20000,Petrol,Individual,Manual,First Owner,800000
3960,Maruti,Vitara Brezza ZDi Plus AMT,2018,30000,Diesel,Individual,Automatic,Second Owner,800000
3961,Mahindra,Bolero Power Plus Plus AC BSIV PS,2018,35000,Diesel,Individual,Manual,First Owner,800000
3962,Maruti,Ertiga VXI Petrol,2018,50000,Petrol,Individual,Manual,First Owner,800000
3963,Ford,Ecosport 1.5 DV5 MT Trend,2018,37161,Diesel,Dealer,Manual,First Owner,800000
3964,Hyundai,Elite i20 Diesel Asta Option,2018,42000,Diesel,Individual,Manual,First Owner,815000
3965,Hyundai,i20 Active 1.4 SX,2018,40000,Diesel,Individual,Manual,First Owner,819999
3966,Maruti,Baleno Alpha CVT,2018,11212,Petrol,Trustmark Dealer,Automatic,First Owner,825000
3967,Hyundai,i20 1.4 Asta Option,2018,40000,Diesel,Individual,Manual,First Owner,830000
3968,Honda,City Edge Edition Diesel SV,2018,40000,Diesel,Individual,Manual,First Owner,830000
3969,Ford,Freestyle Titanium Plus Diesel BSIV,2018,26000,Diesel,Dealer,Manual,First Owner,836000
3970,Honda,Jazz 1.2 VX i VTEC,2018,9700,Petrol,Dealer,Manual,First Owner,836000
3971,Ford,EcoSport 1.5 Diesel Trend BSIV,2018,1000,Diesel,Individual,Manual,First Owner,841000
3972,Honda,Amaze V Diesel BSIV,2018,20000,Diesel,Individual,Manual,First Owner,844999
3973,Maruti,Vitara Brezza ZDi Plus,2018,10000,Diesel,Individual,Manual,First Owner,850000
3974,Toyota,Yaris G,2018,19107,Petrol,Trustmark Dealer,Manual,First Owner,850000
3975,Mahindra,TUV 300 Plus P4,2018,30000,Diesel,Individual,Manual,Second Owner,850000
3976,Maruti,S-Cross Zeta DDiS 200 SH,2018,50000,Diesel,Individual,Manual,First Owner,850000
3977,Maruti,Ciaz S 1.3,2018,30000,Diesel,Individual,Manual,First Owner,850000
3978,Ford,EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,19000,Petrol,Dealer,Manual,First Owner,850000
3979,Hyundai,Creta 1.6 E Plus,2018,12500,Petrol,Individual,Manual,First Owner,850000
3980,Hyundai,Verna 1.6 CRDI SX Option,2018,30000,Diesel,Dealer,Manual,Second Owner,860000
3981,Ford,Aspire Titanium Plus Diesel BSIV,2018,20000,Diesel,Dealer,Manual,First Owner,861999
3982,Honda,WR-V i-VTEC VX,2018,1440,Petrol,Individual,Manual,First Owner,875000
3983,Ford,Ecosport 1.5 Petrol Titanium Plus AT,2018,10000,Petrol,Individual,Automatic,First Owner,875000
3984,Honda,WR-V i-VTEC VX,2018,1440,Petrol,Individual,Manual,First Owner,875000
3985,Fiat,Linea T Jet Emotion,2018,1136,Petrol,Dealer,Manual,First Owner,890000
3986,Honda,City 1.5 V MT,2018,8000,Petrol,Dealer,Manual,First Owner,890000
3987,Hyundai,Verna CRDi 1.6 EX,2018,24000,Diesel,Individual,Manual,First Owner,900000
3988,Hyundai,Verna CRDi 1.6 EX,2018,25000,Diesel,Individual,Manual,First Owner,900000
